pmid,primary_domain,domains
20855639,Orthopedics & musculoskeletal,Immunology & allergy|Oncology & neoplasms|Orthopedics & musculoskeletal
20857501,Neurology,Neurology
20861123,Endocrinology & metabolism,Endocrinology & metabolism
20863885,Microbiology & virology,Microbiology & virology
20864184,Rheumatology & autoimmune,Rheumatology & autoimmune
20865335,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
20869034,Hematology,Genetics/genomics & molecular biology|Hematology
20870802,Genetics/genomics & molecular biology,Cardiovascular medicine|Genetics/genomics & molecular biology
20871631,Pharmacology/therapeutics & drug discovery,Genetics/genomics & molecular biology|Oncology & neoplasms|Pharmacology/therapeutics & drug discovery
20872215,Pharmacology/therapeutics & drug discovery,Orthopedics & musculoskeletal|Pharmacology/therapeutics & drug discovery
20872316,Pharmacology/therapeutics & drug discovery,Endocrinology & metabolism|Gastroenterology & hepatology|Pharmacology/therapeutics & drug discovery
20873788,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
20874041,Infectious diseases,Infectious diseases
20875798,Neurology,Neurology
20876538,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
20880409,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
20882035,Pediatrics,Genetics/genomics & molecular biology|Hematology|Oncology & neoplasms|Pediatrics
20882801,Neurology,Neurology
20883475,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
20885781,Pharmacology/therapeutics & drug discovery,Genetics/genomics & molecular biology|Microbiology & virology|Pharmacology/therapeutics & drug discovery
20885997,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
20888031,Pharmacology/therapeutics & drug discovery,Pharmacology/therapeutics & drug discovery
20888417,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
20889201,Immunology & allergy,Cardiovascular medicine|Endocrinology & metabolism|Gastroenterology & hepatology|Immunology & allergy
20890386,Unmapped,
20922806,Oncology & neoplasms,Oncology & neoplasms
20923490,Endocrinology & metabolism,Endocrinology & metabolism
20924097,Pharmacology/therapeutics & drug discovery,Pharmacology/therapeutics & drug discovery
20924402,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
20925959,Oncology & neoplasms,Oncology & neoplasms
20935564,Pharmacology/therapeutics & drug discovery,Endocrinology & metabolism|Pharmacology/therapeutics & drug discovery
20937306,Neurology,Neurology
20941607,Orthopedics & musculoskeletal,Immunology & allergy|Orthopedics & musculoskeletal
20942817,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
20944598,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
20945533,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
20946583,Unmapped,
20947701,Pharmacology/therapeutics & drug discovery,Pharmacology/therapeutics & drug discovery
20947725,Oncology & neoplasms,Oncology & neoplasms
20947885,Oncology & neoplasms,Oncology & neoplasms
20949524,Obstetrics/gynecology & reproductive,Obstetrics/gynecology & reproductive
20950151,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
20955243,Oncology & neoplasms,Genetics/genomics & molecular biology|Oncology & neoplasms
20957132,Cardiovascular medicine,Cardiovascular medicine
20959996,Unmapped,
20960401,Unmapped,
20967606,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
20970386,Pediatrics,Pediatrics
20970724,Microbiology & virology,Microbiology & virology
20971088,Neurology,Neurology
20971132,Genetics/genomics & molecular biology,Cardiovascular medicine|Genetics/genomics & molecular biology
20971907,Microbiology & virology,Genetics/genomics & molecular biology|Microbiology & virology
20973606,Neurology,Neurology
20975057,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
20975725,Endocrinology & metabolism,Endocrinology & metabolism
20975745,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
20976469,Oncology & neoplasms,Oncology & neoplasms
20978564,Neurology,Cardiovascular medicine|Neurology
20978819,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
20980519,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
20981248,Oncology & neoplasms,Oncology & neoplasms
20981610,Obstetrics/gynecology & reproductive,Obstetrics/gynecology & reproductive
20981772,Unmapped,
21029445,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21033674,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21037442,Gastroenterology & hepatology,Gastroenterology & hepatology
21041318,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21047485,Rheumatology & autoimmune,Immunology & allergy|Rheumatology & autoimmune
21047592,Urology,Genetics/genomics & molecular biology|Oncology & neoplasms|Urology
21051355,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21051661,Cardiovascular medicine,Cardiovascular medicine
21052952,Unmapped,
21053251,Microbiology & virology,Microbiology & virology
21054594,Pharmacology/therapeutics & drug discovery,Pharmacology/therapeutics & drug discovery
21054792,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21055175,Oncology & neoplasms,Gastroenterology & hepatology|Immunology & allergy|Oncology & neoplasms
21057455,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21057511,Infectious diseases,Immunology & allergy|Infectious diseases
21057525,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21059535,Cardiovascular medicine,Cardiovascular medicine
21059916,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21060340,Infectious diseases,Infectious diseases
21060862,Immunology & allergy,Genetics/genomics & molecular biology|Immunology & allergy
21060967,Endocrinology & metabolism,Endocrinology & metabolism
21067422,Oncology & neoplasms,Neurology|Oncology & neoplasms
21068339,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21068380,Cardiovascular medicine,Cardiovascular medicine
21068774,Microbiology & virology,Microbiology & virology
21070963,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21073206,Pulmonology,Cardiovascular medicine|Pharmacology/therapeutics & drug discovery|Pulmonology
21073472,Oncology & neoplasms,Oncology & neoplasms
21079731,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21080173,Pediatrics,Pediatrics
21081559,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21081972,Unmapped,
21082023,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21082266,Psychiatry & psychology,Psychiatry & psychology
21083235,Pharmacology/therapeutics & drug discovery,Pharmacology/therapeutics & drug discovery
21087811,Ophthalmology & vision,Ophthalmology & vision
21088413,Oncology & neoplasms,Oncology & neoplasms
21089077,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21094158,Oncology & neoplasms,Oncology & neoplasms
21094621,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21097698,Microbiology & virology,Immunology & allergy|Infectious diseases|Microbiology & virology
21097778,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21097890,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21098123,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21098650,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21098700,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21102580,Oncology & neoplasms,Gastroenterology & hepatology|Oncology & neoplasms
21106138,Pediatrics,Immunology & allergy|Infectious diseases|Microbiology & virology|Pediatrics
21106319,Cardiovascular medicine,Cardiovascular medicine
21106999,Neurology,Neurology
21107001,Neurology,Neurology
21109493,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21110523,Dermatology,Dermatology
21111234,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21111690,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21112870,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21112873,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21113021,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21114588,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21115494,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21116630,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21116703,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21118528,Infectious diseases,Infectious diseases
21118730,Cardiovascular medicine,Cardiovascular medicine
21119657,Urology,Oncology & neoplasms|Urology
21125494,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21130077,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21131752,Oncology & neoplasms,Oncology & neoplasms
21131974,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21132231,Pediatrics,Pediatrics
21133379,Unmapped,
21134642,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21135095,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21138990,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21139800,Unmapped,
21143108,Infectious diseases,Infectious diseases
21145533,Rheumatology & autoimmune,Immunology & allergy|Pediatrics|Rheumatology & autoimmune
21147134,Unmapped,
21147283,Immunology & allergy,Genetics/genomics & molecular biology|Immunology & allergy
21147544,Neurology,Neurology
21148252,Pharmacology/therapeutics & drug discovery,Gastroenterology & hepatology|Infectious diseases|Pharmacology/therapeutics & drug discovery
21149567,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21149897,Geriatrics & aging,Geriatrics & aging
21152003,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21153613,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21156709,Pharmacology/therapeutics & drug discovery,Pharmacology/therapeutics & drug discovery
21161004,Unmapped,
21163242,Pediatrics,Neurology|Pediatrics
21163902,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21163962,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21164076,Pharmacology/therapeutics & drug discovery,Cardiovascular medicine|Pharmacology/therapeutics & drug discovery
21168265,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21169372,Oncology & neoplasms,Genetics/genomics & molecular biology|Oncology & neoplasms
21169428,Pharmacology/therapeutics & drug discovery,Pharmacology/therapeutics & drug discovery
21173847,Unmapped,
21174521,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21175851,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21177857,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21178113,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21178309,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21179458,Oncology & neoplasms,Oncology & neoplasms
21186190,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21186298,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21190007,Unmapped,
21190544,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21191476,Unmapped,
21193992,Neurology,Neurology
21195604,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21196493,Genetics/genomics & molecular biology,Genetics/genomics & molecular biology
21197541,Neurology,Immunology & allergy|Neurology
21198706,Orthopedics & musculoskeletal,Orthopedics & musculoskeletal
